ds,yhat,yhat_lower,yhat_upper,trend,yearly,genre,is_forecast,y
2022-01-01,742.564365073194,714.4201210125183,770.6786706703416,738.0303567999999,4.5340082731941145,Action,False,725.0
2022-02-01,663.9757974588522,635.2228039458523,692.5827460320204,738.8962614444014,-74.92046398554925,Action,False,659.0
2022-03-01,720.7474095681096,691.4705037750225,749.3811262413129,739.678368883065,-18.93095931495543,Action,False,726.0
2022-04-01,720.3300006793613,692.9507243526973,749.3234785900426,740.5442735472999,-20.214272867938632,Action,False,763.0
2022-05-01,786.2305465500999,757.7833489935746,816.217119813618,741.3822457819024,44.848300768197525,Action,False,795.0
2022-06-01,733.8345344557098,706.4589633602466,762.7277197411452,742.2481503989419,-8.413615943232106,Action,False,702.0
2022-07-01,736.2171270136064,708.886337679493,764.8057721358471,743.0861226089802,-6.868995595373832,Action,False,728.0
2022-08-01,763.1625596317384,732.349627659832,790.2193285787905,743.9520272381596,19.21053239357878,Action,False,749.0
2022-09-01,721.9361946411071,694.3407860661557,749.5354691583694,744.8179318613305,-22.881737220223343,Action,False,715.0
2022-10-01,744.798660317616,715.6431497281548,771.8121400086948,745.6559040773024,-0.8572437596862428,Action,False,731.0
2022-11-01,750.3340473748548,722.8972414377137,778.0999959592776,746.5218087003332,3.812238674521553,Action,False,719.0
2022-12-01,781.3316092742976,751.4917143957445,810.9299169210822,747.359780938504,33.97182833579367,Action,False,814.0
2023-01-01,749.6816560970407,721.5920007647902,780.0752968206334,748.2256855846138,1.455970512426914,Action,False,766.0
2023-02-01,679.4541541514905,648.8445208741635,707.9528417130591,749.0915902138706,-69.63743606238013,Action,False,654.0
2023-03-01,700.193585554954,673.4493744923011,729.5779785253588,749.8736976085129,-49.68011205355885,Action,False,725.0
2023-04-01,742.0188484200954,713.2115918181642,771.9994270277696,750.7396022240098,-8.720753803914377,Action,False,740.0
2023-05-01,805.8038447326612,777.8015808537057,833.477463779416,751.5775675789672,54.226277153693964,Action,False,793.0
2023-06-01,742.4992403228574,714.1441634841325,770.9030374427524,752.4427870187382,-9.943546695880784,Action,False,760.0
2023-07-01,769.8747525859804,741.6738132964184,796.6566805822465,753.2800961540003,16.594656431980184,Action,False,748.0
2023-08-01,754.9815281923898,725.5210281489994,783.4459990954596,754.1405964433718,0.8409317490179452,Action,False,755.0
2023-09-01,716.9417865990308,685.8081896375455,745.8494831296197,755.0003110086233,-38.058524409592486,Action,False,724.0
2023-10-01,744.8830917920067,715.287350077013,772.3399336981599,755.8322928459631,-10.949201053956514,Action,False,748.0
2023-11-01,777.4935563910283,750.9513210008196,807.5284339451708,756.6892972194606,20.80425917156766,Action,False,793.0
2023-12-01,807.2583351029324,778.2043878347965,834.7339716427846,757.5110086712433,49.747326431689125,Action,False,806.0
2024-01-01,756.3412028037791,728.5891131593089,784.572637574278,758.360110504752,-2.0189077009728957,Action,False,766.0
2024-02-01,694.4203959980222,665.6868894590172,721.7505869507662,759.208570456243,-64.78817445822082,Action,False,731.0
2024-03-01,801.1398512613465,772.2016966928893,829.0724585431923,757.929047809857,43.21080345148947,Action,False,811.0
2024-04-01,715.2945388949336,688.5683224469864,745.1595461569495,756.5612822223409,-41.266743327407255,Action,False,732.0
2024-05-01,781.4018152464764,754.8139061290639,810.6240885307716,755.2257773780184,26.17603786845803,Action,False,763.0
2024-06-01,748.7743560647879,720.5506657341175,779.2380821970835,753.8456394007017,-5.071283335913842,Action,False,769.0
2024-07-01,697.4776508630838,669.3544432216231,724.600735917935,752.5100220032984,-55.03237114021468,Action,False,673.0
2024-08-01,805.1336880837268,775.726659091793,832.643142580157,751.1226518727791,54.011036210947786,Action,False,818.0
2024-09-01,757.4113072754676,727.9451441586176,786.4746645068706,749.735281731082,7.6760255443856655,Action,False,786.0
2024-10-01,769.5574751166482,739.8259987023093,798.7196261181989,748.3926654649233,21.164809651724934,Action,False,769.0
2024-11-01,718.3487911819792,689.6186936158758,747.6489684954277,747.0052953313859,-28.656504149406693,Action,False,705.0
2024-12-01,747.2692923123172,717.6719632679643,777.3659147166585,745.6626790470843,1.6066132652328642,Action,False,746.0
2025-01-01,751.492869499261,723.2950509460748,780.8125483155843,744.2753088866392,7.217560612621759,Action,False,743.0
2025-02-01,662.2488117747212,635.2215596193122,690.2731468297335,742.8879387359788,-80.63912696125762,Action,False,656.0
2025-03-01,753.6788307814046,724.7569523232038,782.0569397468014,741.6348301974857,12.044000583918882,Action,False,714.0
2025-04-01,709.1825070646387,680.6141246683417,735.8503526034912,740.2474600298683,-31.064952965229637,Action,False,652.0
2025-05-01,774.3980571015093,746.366986385311,805.3551012865878,738.9048437386257,35.493213362883616,Action,False,797.0
2025-06-01,730.7251257842694,702.4166381755963,761.1107578223595,737.5174735710083,-6.792347786738885,Action,False,725.0
2025-07-01,705.4225747617116,676.5723470668753,734.1855983725635,736.1748572797655,-30.752282518053896,Action,False,760.0
2025-08-01,771.7278683585768,743.747438817147,801.2958752731546,734.7874871121481,36.94038124642866,Action,False,773.0
2025-09-01,725.7722342935804,695.1224309808326,755.6718162523705,733.4001169445307,-7.627882650950406,Action,False,697.0
2025-10-01,741.9089810892515,713.3203301607978,769.5281089963106,732.057500653288,9.851480435963488,Action,False,753.0
2025-11-01,717.9883668832907,690.0423285471379,748.0248182379488,730.6701304856706,-12.681763602379856,Action,False,747.0
2025-12-01,747.2444058334969,715.7259101337697,775.8522553424419,729.327514194428,17.916891639068915,Action,False,717.0
2026-01-01,732.4741522999572,703.5265026717314,759.5134332717313,727.9401440268106,4.534008273146617,Action,True,
2026-02-01,651.6323098734451,621.3411513486235,681.184848334388,726.5527738591932,-74.92046398574809,Action,True,
2026-03-01,706.3687060056822,677.6953383091545,734.5950443043093,725.2996653207,-18.93095931501784,Action,True,
2026-04-01,703.6980222851198,676.1449765117303,731.4291865971009,723.9122951530826,-20.214272867962787,Action,True,
2026-05-01,767.4179796301661,737.4795883968735,794.1506469214023,722.5696788618399,44.84830076832621,Action,True,
2026-06-01,712.7686927508869,685.9844494303603,740.6834810081708,721.1823086942226,-8.413615943335683,Action,True,
2022-01-01,7.458105941996939,5.107292685041826,9.826713913214821,7.36671366,0.0913922819969386,Adult,False,8.0
2022-02-01,11.748421818395105,9.403964575970397,14.073342022840514,7.422848569258741,4.325573249136364,Adult,False,8.0
2022-03-01,9.63256572540757,7.342730965634002,11.745081567327098,7.473551068012811,2.159014657394759,Adult,False,11.0
2022-04-01,5.295134755837169,2.7437542607327567,7.546107399557517,7.5296859773476745,-2.2345512215105057,Adult,False,8.0
2022-05-01,7.071067545383401,4.89155657169624,9.631804397568224,7.584010083067078,-0.5129425376836773,Adult,False,5.0
2022-06-01,7.883888370045026,5.614465750701004,10.159526612871595,7.640144992292247,0.24374337775277954,Adult,False,10.0
2022-07-01,10.116989481180058,7.865490276870919,12.369969668353905,7.694469097994024,2.422520383186034,Adult,False,10.0
2022-08-01,8.310659675781167,5.896720985536582,10.574507593651937,7.7506040071984845,0.5600556685826832,Adult,False,7.0
2022-09-01,8.933929206531381,6.790226689962678,11.317877492595793,7.806738916380836,1.127190290150546,Adult,False,9.0
2022-10-01,10.120681585847528,7.7004788433054365,12.431255411418057,7.861063022041177,2.2596185638063506,Adult,False,12.0
2022-11-01,8.143841803464046,5.827504196532223,10.424975752626128,7.917197931137691,0.22664387232635352,Adult,False,8.0
2022-12-01,7.130326939722687,4.808067165305983,9.359783308247295,7.9715220367797945,-0.8411950970571076,Adult,False,10.0
2023-01-01,7.208965962447678,4.939651608772359,9.449083737919825,8.027656945943303,-0.8186909834956246,Adult,False,9.0
2023-02-01,11.380384408191558,9.028315444463956,13.660385386959357,8.08379185503475,3.296592553156808,Adult,False,11.0
